AmbTemp_C_Avg,WindSpeedAve_ms,WindDirAve_deg,PwrMtrP_kW_Avg,RTD_C_Avg_Mean,Minute
4.476,0.978,217.5,0.0,3.5575,387
4.504,0.947,214.7,0.0,3.5667999999999997,388
4.476,0.883,197.7,0.0,3.5784,389
4.483,0.692,205.5,0.0,3.5763,390
4.478,1.0606782861292665,0.0,0.0,3.5949,391
4.495,0.987,210.1,0.0,3.5982,392
4.502,0.833,203.0,0.0,3.6113,393
4.505,1.0606782861292665,0.0,0.0,3.6165999999999996,394
4.537,1.0606782861292665,0.0,0.0,3.6293999999999995,395
4.498,1.0606782861292665,0.0,0.0,3.618,396
4.432,0.732,199.5,0.0,3.6275,397
4.448,1.0606782861292665,0.0,0.0,3.629,398
4.423,1.0606782861292665,0.0,0.0,3.6241999999999996,399
4.398,0.42,180.4,0.0,3.6059999999999994,400
4.378,1.0606782861292665,0.0,0.0,3.567,401
4.373,0.34,170.5,0.0,3.5488,402
4.329,1.0606782861292665,0.0,0.0,3.5077999999999996,403
4.288,1.0606782861292665,0.0,0.0,3.4654000000000003,404
4.256,1.0606782861292665,0.0,0.0,3.4267000000000003,405
4.21,1.0606782861292665,0.0,0.0,3.3979,406
4.129,0.673,155.3,0.0,3.3522,407
4.075,0.788,141.2,0.0,3.318,408
4.058,0.717,146.2,0.0,3.2752000000000003,409
4.044,1.0606782861292665,0.0,0.0,3.2413,410
4.043,0.612,168.8,0.0,3.2256,411
3.995,0.637,175.1,0.0,3.1855,412
4.039,0.4,162.4,0.0,3.1651999999999996,413
3.952,1.0606782861292665,0.0,0.0,3.1544,414
3.979,1.0606782861292665,0.0,0.0,3.1404,415
3.957,0.747,156.2,0.0,3.1359999999999997,416
3.935,0.665,143.6,0.0,3.1265999999999994,417
3.896,0.593,153.7,0.0,3.1195999999999993,418
3.82,0.563,182.5,0.0,3.1268,419
3.82,1.0606782861292665,0.0,0.0,3.1195,420
3.718,0.368,156.5,0.0,3.1117,421
3.817,0.472,146.7,0.0,3.103699999999999,422
3.846,0.547,146.9,0.0,3.0986,423
3.839,0.442,157.4,0.0,3.061000000000001,424
3.869,0.49,154.2,0.0,3.0263,425
3.737,0.655,157.0,0.0,3.009099999999999,426
3.717,0.635,147.9,0.0,2.9548999999999994,427
3.678,0.695,165.9,0.0,2.9242,428
3.658,0.552,162.0,0.0,2.8665,429
3.677,0.587,152.1,0.0,2.8360999999999996,430
3.671,0.488,148.8,0.0,2.7902,431
3.697,1.0606782861292665,0.0,0.0,2.7271,432
3.677,0.312,155.5,0.0,2.6544,433
3.678,1.0606782861292665,0.0,0.0,2.5988,434
3.626,0.74,167.4,0.0,2.5214,435
3.654,1.0606782861292665,0.0,0.0,2.4516999999999998,436
3.683,0.32,154.5,0.0,2.3869000000000002,437
3.616,0.587,169.5,0.0,2.2895,438
3.662,0.54,159.6,0.0,2.2150000000000003,439
3.589,0.6,155.6,0.0,2.1369,440
3.552,0.388,136.9,0.0,2.0875999999999997,441
3.503,0.492,130.1,0.0,2.0309999999999997,442
3.378,0.607,132.9,0.0,1.9706,443
3.33,0.583,113.2,0.0,1.922,444
3.261,0.497,117.4,-0.123,1.9035000000000004,445
3.222,0.492,95.8,-0.484,1.8506,446
3.121,1.0606782861292665,0.0,-0.455,1.8441000000000003,447
3.139,0.392,121.3,-0.417,1.8292000000000002,448
3.173,0.387,110.5,-0.37,1.8111000000000002,449
3.124,0.653,123.4,-0.332,1.7904000000000004,450
3.073,0.558,131.3,-0.325,1.7737000000000003,451
3.014,0.568,134.0,-0.277,1.7693999999999999,452
2.922,0.378,135.8,-0.182,1.75,453
2.899,0.547,133.4,-0.073,1.7469999999999999,454
2.854,0.675,142.0,0.085,1.7535,455
2.784,0.742,129.6,0.169,1.7402000000000002,456
2.731,0.745,118.2,0.165,1.7216999999999998,457
2.746,0.967,109.2,0.014,1.6718000000000004,458
2.678,0.753,126.0,0.074,1.6479000000000004,459
2.654,0.657,117.7,0.112,1.6205000000000003,460
2.645,0.695,117.2,0.227,1.5966,461
2.583,0.662,115.8,0.319,1.5826999999999998,462
2.549,0.688,102.0,0.5,1.5673,463
2.596,0.75,92.8,0.502,1.5524999999999998,464
2.536,0.618,98.4,0.624,1.5186,465
2.599,0.365,88.0,0.73,1.4929999999999999,466
2.639,0.397,79.04,0.995,1.4808,467
2.696,0.512,87.6,1.277,1.471,468
2.745,0.603,74.82,1.739,1.4757,469
2.743,0.397,72.33,1.917,1.5143,470
2.81,0.402,90.6,2.021,1.5457,471
2.95,0.475,105.0,3.991,1.5718,472
3.058,0.282,82.9,5.559,1.6079,473
3.088,0.225,69.52,6.395,1.6477,474
3.181,0.262,72.91,7.269,1.6768999999999998,475
3.239,0.1,120.8,7.72,1.6834,476
3.234,0.117,217.4,8.27,1.6918,477
3.277,0.177,229.8,8.89,1.6974,478
3.355,0.213,209.9,9.69,1.7147999999999999,479
3.436,0.38,203.3,10.39,1.7367000000000001,480
3.549,0.378,223.1,11.39,1.7849999999999997,481
3.623,0.297,229.5,11.57,1.8670000000000002,482
3.709,0.355,223.1,11.33,1.9071000000000002,483
3.815,0.488,230.9,11.91,1.9589000000000003,484
3.878,0.485,244.0,12.79,2.0074,485
3.952,0.622,234.9,13.64,2.0932,486
4.027,0.542,201.5,14.47,2.1893000000000002,487
4.078,0.408,214.5,15.95,2.2786,488
4.085,0.4,210.5,16.55,2.381,489
4.114,0.497,245.4,17.48,2.4760999999999997,490
4.127,0.507,226.2,18.85,2.5917999999999997,491
4.215,0.502,208.1,19.43,2.7210999999999994,492
4.231,0.217,231.6,19.8,2.8268,493
4.239,0.188,332.9,19.79,2.9509,494
4.283,0.295,45.8,20.47,3.0528000000000004,495
4.305,0.32,67.72,21.47,3.1465,496
4.271,0.458,86.0,23.06,3.2464,497
4.243,0.417,105.2,24.13,3.390199999999999,498
4.201,0.472,97.2,25.28,3.5281,499
4.184,0.437,98.8,26.5,3.6925,500
4.134,0.625,105.8,25.73,3.85,501
4.124,0.527,93.4,26.4,3.9823,502
4.102,0.512,86.2,30.18,4.1622,503
4.123,0.487,82.5,30.28,4.3637,504
4.123,0.618,90.0,29.77,4.531700000000001,505
4.15,0.563,91.3,29.34,4.7084,506
4.099,0.455,75.68,28.73,4.8342,507
4.025,0.442,69.25,26.56,4.944100000000001,508
3.895,0.562,50.15,26.59,5.0048,509
3.857,0.305,92.7,27.63,5.099,510
3.875,0.22,89.8,27.43,5.185300000000002,511
3.956,0.242,118.6,28.95,5.2775,512
4.067,0.245,100.2,29.7,5.399800000000001,513
4.084,0.155,359.8,29.86,5.4976,514
4.073,1.0606782861292665,0.0,29.93,5.5932,515
4.104,0.202,2.318,30.94,5.7235,516
4.117,0.157,193.1,32.92,5.887499999999999,517
4.209,0.17,72.11,33.66,6.048500000000001,518
4.266,0.243,43.64,36.11,6.218300000000001,519
4.374,0.25,0.391,34.15,6.440700000000001,520
4.371,0.277,357.5,33.14,6.582499999999999,521
4.446,0.272,236.8,32.43,6.7726,522
4.484,0.29,317.7,33.26,6.891300000000001,523
4.628,0.395,51.41,36.07,7.0398,524
4.665,0.463,357.2,39.34,7.2326999999999995,525
4.716,0.477,344.8,38.54,7.463700000000001,526
4.789,1.0606782861292665,0.0,36.11,7.640100000000001,527
4.829,6.1,346.4,33.74,7.7878,528
4.942,0.562,352.0,34.73,7.8652,529
5.052,0.595,358.9,32.97,7.964599999999999,530
5.162,0.622,339.3,32.67,8.0647,531
5.269,0.872,308.9,33.85,8.111699999999999,532
5.511,0.988,303.9,33.69,8.148,533
5.769,0.467,338.9,32.83,8.1595,534
5.885,0.637,324.3,33.54,8.2135,535
5.973,0.908,314.9,32.23,8.261700000000001,536
6.011,0.768,314.6,32.53,8.276,537
6.048,0.763,314.5,34.74,8.3059,538
6.076,1.002,323.5,33.19,8.3734,539
6.095,0.877,346.3,32.44,8.3826,540
