AmbTemp_C_Avg,WindSpeedAve_ms,WindDirAve_deg,PwrMtrP_kW_Avg,RTD_C_Avg_Mean,Minute
5.242,0.438,43.24,0.0,2.0059,1189
4.123,0.487,82.5,30.28,4.3637,504
6.259,0.35,152.4,0.0,5.878,1380
4.038,0.617,189.6,0.0,2.8615000000000004,347
4.469,0.94,205.9,0.0,3.5307000000000004,386
6.851,1.325,212.2,0.0,6.063799999999999,0
4.374,0.858,188.9,0.0,3.2687,360
10.6,1.85,291.2,153.6,20.433,828
6.168,0.235,177.5,0.0,5.789,1361
3.181,0.262,72.91,7.269,1.6768999999999998,475
5.288,0.23,71.51,0.0,2.2901,1230
6.425,2.14,222.9,0.0,5.3131,57
8.29,1.0606782861292665,0.0,104.8,15.507,637
6.397,0.465,355.2,0.0,6.0038,1399
9.7,0.113,335.6,1.773,8.473,994
10.9,1.195,6.764,72.77,18.519,939
3.723,1.058,185.5,0.0,0.4647,172
3.124,0.653,123.4,-0.332,1.7904000000000004,450
5.468,0.587,209.0,0.0,2.0462,125
11.24,1.587,266.7,70.25,19.433,903
5.052,0.595,358.9,32.97,7.964599999999999,530
9.56,2.72,334.4,168.0,21.282,713
5.929,1.63,233.2,0.0,3.3162,90
6.315,0.382,98.0,0.0,5.872299999999999,1393
4.439,1.265,243.1,0.0,0.36,181
11.18,1.575,290.9,92.3,18.674,930
10.39,2.425,301.3,156.7,22.934000000000005,786
3.952,1.0606782861292665,0.0,0.0,3.1544,414
4.992,1.405,277.9,0.0,2.8644,251
6.308,1.0606782861292665,0.0,0.0,5.1232,69
10.24,3.07,288.8,178.6,24.353,803
5.162,1.095,203.4,0.0,1.7823999999999998,131
4.721,1.035,223.7,0.0,3.6507999999999994,300
10.89,0.823,283.1,25.09,16.868000000000002,947
3.778,0.472,173.0,0.0,2.6512000000000002,326
6.414,0.182,258.8,0.0,6.034899999999999,1407
6.183,0.162,299.2,0.0,2.8357,1070
4.201,0.472,97.2,25.28,3.5281,499
10.81,1.822,299.9,77.93,18.535,937
10.84,1.25,251.9,86.9,21.111,832
4.437,0.698,197.1,0.0,3.3591,364
4.283,0.295,45.8,20.47,3.0528000000000004,495
6.119,0.362,65.95,0.0,5.6317,1341
3.986,0.868,188.0,0.0,2.7100999999999997,338
3.718,0.368,156.5,0.0,3.1117,421
3.899,0.902,174.3,0.0,0.5893,164
6.63,2.523,242.8,0.0,5.698,28
4.104,0.202,2.318,30.94,5.7235,516
4.538,1.062,207.7,0.0,0.4537,193
7.002,0.152,252.4,0.0,3.2951,1058
5.289,0.173,130.5,0.0,4.3866,1308
5.248,0.21,129.7,0.0,4.3361,1307
4.077,1.167,185.8,0.0,0.39369999999999994,169
8.21,0.425,66.66,0.382,6.9509,1006
8.83,2.368,340.9,88.6,16.375999999999998,652
3.821,1.08,176.9,0.0,0.48729999999999996,173
4.209,0.17,72.11,33.66,6.048500000000001,518
5.664,0.385,322.6,0.0,1.9142,1165
4.777,0.287,163.4,0.0,2.475,1281
4.127,0.507,226.2,18.85,2.5917999999999997,491
6.23,1.742,228.1,0.0,4.976100000000001,73
5.938,0.853,60.45,0.0,2.2376,1202
7.083,0.843,344.8,71.79,13.410999999999998,587
10.52,3.338,309.8,180.6,24.391,750
9.04,2.205,349.3,100.5,16.436,657
10.66,1.362,351.2,151.4,24.157999999999998,842
4.198,1.615,259.4,0.0,0.8489999999999999,234
10.0,1.732,318.5,175.2,25.107999999999997,732
4.369,1.297,218.3,0.0,0.044399999999999995,214
4.087,1.022,156.9,0.0,0.5607,162
5.121,0.818,208.6,0.0,1.7390999999999999,132
6.452,0.752,118.9,0.0,3.1709,1063
4.139,0.712,237.1,0.0,0.16710000000000003,222
4.833,0.133,249.1,0.0,1.937,1178
4.349,1.092,201.4,0.0,0.549,185
6.539,1.688,227.3,0.0,5.5174,41
9.26,2.422,341.4,120.6,18.447,692
5.477,0.778,245.3,0.0,2.2817,108
6.584,2.555,238.2,0.0,5.5269,38
6.434,1.0606782861292665,0.0,72.24,10.374,568
10.84,1.49,260.1,49.11,16.722,916
4.581,1.382,164.8,0.0,2.2235,1216
6.24,0.5,76.29,0.0,5.8671,1384
3.709,0.355,223.1,11.33,1.9071000000000002,483
2.696,0.512,87.6,1.277,1.471,468
10.79,1.35,324.1,74.44,18.707,890
6.619,1.0606782861292665,0.0,0.0,5.7289,24
10.98,1.56,297.6,81.4,18.707,931
5.576,0.442,137.2,0.0,4.8951,1317
6.376,1.0606782861292665,0.0,0.0,5.1673,68
10.93,2.333,296.2,105.7,19.209,884
5.218,0.857,169.4,0.0,2.2369,1214
4.411,0.96,194.4,0.0,3.3983,366
4.123,0.618,90.0,29.77,4.531700000000001,505
10.61,2.032,297.0,158.2,23.426000000000002,850
5.288,0.357,204.6,0.0,3.934,1301
4.328,0.685,192.0,0.0,3.4657000000000004,383
9.57,2.673,302.8,133.4,24.299,734
9.71,1.995,350.0,134.8,21.896,717
4.804,0.115,178.4,0.0,2.5912999999999995,1282
2.899,0.547,133.4,-0.073,1.7469999999999999,454
4.876,1.303,245.3,0.0,3.4143,264
6.227,1.517,224.2,0.0,4.9045,75
11.02,1.808,283.0,32.66,17.43,914
4.032,0.793,204.9,0.0,0.4953,232
3.33,0.583,113.2,0.0,1.922,444
4.537,1.0606782861292665,0.0,0.0,3.6293999999999995,395
7.83,1.0606782861292665,0.0,65.0,12.552000000000001,611
3.506,0.695,192.8,0.0,0.3734,176
6.638,1.0606782861292665,0.0,0.0,5.7363,18
5.099,0.108,22.82,0.0,2.0951999999999997,1260
8.79,1.013,107.5,1.165,7.581300000000001,1001
4.09,0.678,190.0,0.0,2.7944000000000004,341
5.035,0.198,61.69,0.0,2.0742,1261
10.73,2.695,299.9,98.1,19.992,879
7.142,2.245,339.1,75.64,13.762,595
6.462,1.435,237.4,0.0,5.2792,61
5.563,0.527,157.0,0.0,2.2594000000000003,1210
4.923,1.518,269.4,0.0,3.5795000000000003,272
5.466,0.28,68.8,0.0,1.7742999999999998,1160
10.84,1.905,321.3,124.6,22.403000000000002,872
6.383,0.68,75.1,0.0,2.5452,1091
6.013,0.412,83.7,0.0,5.7294,1352
4.919,0.86,250.5,0.0,3.6513,278
5.335,0.227,344.7,0.0,2.0818000000000003,1114
9.21,2.847,311.2,163.1,18.714,694
4.414,0.613,157.0,0.0,3.4018,368
5.852,0.248,48.61,0.0,5.3225,1327
6.612,1.0606782861292665,0.0,0.0,5.5134,36
9.52,1.515,322.2,136.4,23.870000000000005,735
4.705,0.398,182.0,0.0,2.2622,1279
8.9,1.722,337.5,94.3,16.758999999999997,662
6.165,0.347,119.9,0.0,5.868599999999999,1373
5.284,0.498,173.9,0.0,3.7393,1298
5.929,1.21,358.4,40.13,8.929,547
5.63,0.302,43.5,0.0,1.6143,1145
9.05,2.128,344.9,142.2,17.882,688
9.82,2.49,343.9,190.0,23.4,738
4.698,0.53,230.7,0.0,0.5382,191
10.92,0.868,272.8,65.95,16.639,919
2.784,0.742,129.6,0.169,1.7402000000000002,456
10.82,2.16,278.3,133.5,22.240000000000002,868
4.502,0.833,203.0,0.0,3.6113,393
9.05,2.175,328.6,132.7,17.788000000000004,675
9.66,2.347,328.1,140.8,22.014999999999997,760
6.359,0.232,57.58,0.0,5.95,1417
9.89,1.617,307.9,167.1,24.311,728
3.82,0.563,182.5,0.0,3.1268,419
4.366,0.498,175.7,0.0,3.4118000000000004,375
3.995,0.637,175.1,0.0,3.1855,412
6.225,1.483,207.5,0.0,4.9597999999999995,74
6.067,0.698,59.81,0.0,5.712000000000001,1348
6.351,0.348,156.3,0.0,6.033799999999999,1439
4.184,0.437,98.8,26.5,3.6925,500
10.55,3.75,283.0,108.9,19.976,825
4.489,0.602,218.9,0.0,0.4265,195
5.353,0.293,308.7,0.0,2.0945,1112
7.797,1.892,4.271,68.24,12.665000000000001,616
5.574,1.767,258.1,0.0,2.2272,114
3.935,0.665,143.6,0.0,3.1265999999999994,417
7.601,1.642,353.7,82.9,13.771,601
10.44,1.902,290.9,11.54,12.560999999999998,969
11.18,1.087,276.6,82.1,17.328,921
7.723,2.023,344.2,54.06,13.278,604
6.194,0.662,234.7,0.0,5.8420000000000005,1378
5.968,1.263,229.0,0.0,3.3625,89
10.66,2.2,285.7,160.2,23.307999999999996,848
6.329,0.392,51.47,0.0,2.2991,1101
6.199,0.432,207.7,0.0,5.8496,1377
9.92,2.895,289.6,192.8,23.894,753
4.243,0.417,105.2,24.13,3.390199999999999,498
4.895,0.843,161.6,0.0,1.7899,1134
6.242,0.793,133.1,0.0,5.861,1383
5.192,0.142,64.46,0.0,1.6225999999999998,1141
4.837,0.102,183.0,0.0,1.6469999999999998,1139
6.704,2.152,231.3,0.0,5.8739,11
4.498,1.0606782861292665,0.0,0.0,3.618,396
4.921,1.08,239.4,0.0,3.6348000000000007,284
6.011,1.407,359.0,48.85,9.474,555
6.567,1.925,237.2,0.0,5.4853000000000005,42
10.88,1.168,5.596,146.0,23.838999999999995,841
3.924,1.147,243.1,0.0,0.4715999999999999,167
3.957,0.747,156.2,0.0,3.1359999999999997,416
6.754,1.04,359.6,78.24,12.879,576
10.92,2.23,278.8,128.7,21.516,834
4.771,1.098,264.9,0.0,3.3372,267
6.358,0.422,40.76,0.0,2.5542000000000002,1088
3.737,0.655,157.0,0.0,3.009099999999999,426
9.33,2.8,355.5,122.4,18.362,690
5.35,0.115,31.9,0.0,1.9387,1181
5.15,0.595,173.5,0.0,2.375,1222
6.012,1.222,7.934,37.14,8.629,544
6.013,0.383,84.5,0.0,5.7115,1349
8.96,2.437,299.2,140.4,17.536,674
9.25,2.342,338.7,121.9,18.302999999999997,689
10.84,0.548,296.7,88.8,18.916999999999998,907
4.985,0.537,144.0,0.0,1.8908999999999998,1268
10.54,2.263,291.6,140.7,23.279000000000003,851
6.51,0.482,185.9,0.0,6.02,1409
4.359,0.615,186.6,0.0,0.6093,159
10.84,0.805,72.44,97.7,19.160999999999998,895
5.356,0.19,138.7,0.0,1.6113,1142
4.922,0.858,272.6,0.0,3.1578000000000004,257
3.853,0.655,180.4,0.0,2.6460999999999997,335
6.03,0.532,82.9,0.0,5.7339,1353
4.073,1.0606782861292665,0.0,29.93,5.5932,515
7.618,0.618,23.5,-0.161,6.0912999999999995,1015
9.68,1.498,337.8,126.8,20.048,768
5.161,0.12,311.2,0.0,1.9780000000000002,1265
9.67,1.58,314.7,118.5,22.02,761
6.524,0.818,146.4,0.0,3.2060000000000004,1061
4.371,0.277,357.5,33.14,6.582499999999999,521
6.675,2.477,222.4,0.0,5.731900000000001,22
4.373,1.172,197.5,0.0,3.1348999999999996,356
5.069,0.557,183.7,0.0,2.3371000000000004,1221
4.027,0.678,189.7,0.0,2.7763,340
3.671,0.488,148.8,0.0,2.7902,431
3.058,0.282,82.9,5.559,1.6079,473
4.295,0.935,232.7,0.0,0.25370000000000004,217
11.02,1.785,293.9,54.65,18.682000000000002,911
5.669,0.33,129.0,0.0,1.7812999999999999,1156
7.868,0.855,16.35,-0.254,6.464799999999999,1011
6.38,0.683,25.34,0.0,6.0177,1401
5.872,1.412,247.7,0.0,3.2195,93
7.918,0.6,340.9,0.12,6.7467,1008
9.22,2.01,335.3,123.6,18.839999999999996,696
9.58,0.127,314.1,1.49,8.2178,996
3.903,1.307,180.8,0.0,0.6334,153
5.434,0.163,2.59,0.0,2.2592,1249
6.332,0.187,77.67,0.0,6.021599999999999,1438
10.36,2.147,316.2,161.4,23.052999999999997,789
7.135,1.19,3.582,71.09,13.502,580
8.92,2.607,302.0,106.0,17.362000000000002,703
5.868,0.443,37.32,0.0,2.3552,1208
4.027,0.542,201.5,14.47,2.1893000000000002,487
6.226,1.272,7.531,48.29,9.689,559
10.49,2.178,295.9,152.0,25.199,801
3.956,0.242,118.6,28.95,5.2775,512
8.12,1.453,348.2,85.0,14.398000000000001,633
4.857,0.4,41.17,0.0,2.7352,1284
10.27,1.583,5.631,151.8,23.46,790
5.514,0.702,202.0,0.0,2.1895999999999995,116
9.97,2.433,4.5,199.2,23.916,740
10.67,1.978,292.5,99.1,21.107999999999997,830
5.351,1.217,229.8,0.0,2.2607999999999997,119
8.93,6.822,329.5,95.1,16.244,656
8.08,1.0606782861292665,0.0,96.0,14.624999999999996,635
4.383,0.707,161.7,0.0,3.403,369
4.832,1.155,264.3,0.0,3.3737000000000004,268
8.8,1.0606782861292665,0.0,100.8,16.147,655
11.13,0.917,284.4,62.23,18.889999999999997,935
10.07,3.448,306.6,120.4,21.043,822
10.89,1.745,295.2,149.3,23.099999999999998,866
6.635,2.44,216.1,0.0,5.4798,46
5.311,0.328,103.8,0.0,2.3473999999999995,1240
9.77,0.437,0.785,1.898,8.9278,991
10.44,2.865,309.1,91.8,20.47,876
9.79,2.295,328.6,146.4,20.502,773
6.768,2.368,216.0,0.0,6.0257000000000005,4
8.33,0.782,112.2,0.768,7.3374,1003
5.345,0.235,71.35,0.0,2.2298999999999998,1251
4.918,1.485,246.5,0.0,3.4165,263
5.065,0.113,32.28,0.0,2.0481000000000003,1263
5.544,0.378,38.8,0.0,4.8426,1316
3.378,0.607,132.9,0.0,1.9706,443
8.56,0.945,108.3,0.959,7.472700000000001,1002
6.29,0.42,66.72,0.0,2.714,1077
10.45,1.36,310.0,166.9,22.112999999999996,837
4.925,0.608,46.99,0.0,2.9249,1286
4.701,0.427,190.2,0.0,3.5362,304
6.308,0.257,348.7,0.0,1.9076,1128
4.141,0.678,173.0,0.0,2.8822,313
3.951,0.885,184.3,0.0,0.6258,149
6.647,0.87,328.6,92.8,12.581,574
6.488,2.655,206.9,0.0,5.336,50
5.579,0.283,220.1,0.0,1.8777000000000001,1125
9.67,1.958,280.5,159.5,23.082,726
10.92,1.507,271.5,142.7,20.952,833
2.743,0.397,72.33,1.917,1.5143,470
10.41,1.59,310.6,9.84,11.987,971
8.74,1.793,317.2,88.8,16.246000000000002,653
4.423,1.0606782861292665,0.0,0.0,3.6241999999999996,399
3.875,0.22,89.8,27.43,5.185300000000002,511
3.724,0.855,163.0,0.0,2.6396,320
6.658,1.943,218.4,0.0,5.7353000000000005,19
9.07,2.885,296.8,108.8,18.439,684
6.626,1.488,234.0,0.0,5.5498,35
11.12,1.3,291.7,97.2,19.136000000000003,902
10.74,2.493,274.8,83.3,20.671,827
4.794,0.235,77.41,0.0,3.3219000000000003,1291
4.129,0.673,155.3,0.0,3.3522,407
10.93,1.238,259.9,90.2,16.949,920
6.011,0.768,314.6,32.53,8.276,537
9.72,3.59,295.4,123.1,22.608,758
6.477,0.762,140.7,0.0,3.1948,1062
4.663,1.177,229.6,0.0,2.2561,245
10.27,1.89,314.4,155.1,22.76,784
4.085,0.4,210.5,16.55,2.381,489
3.97,0.733,189.4,0.0,0.6437999999999999,154
10.51,1.08,348.4,14.67,14.237,961
10.6,1.132,330.0,158.1,23.645000000000003,853
7.916,1.668,319.1,78.47,13.015,625
8.93,3.017,308.3,108.5,18.054000000000002,685
6.467,1.152,302.8,80.9,10.65,569
6.212,0.3,96.0,0.0,5.8607,1372
6.659,1.627,206.0,0.0,5.7501,17
5.55,0.983,197.4,0.0,2.1092,127
10.91,0.575,287.3,88.7,18.151,927
10.21,0.573,4.166,7.238,10.224999999999998,980
6.419,0.432,116.6,0.0,5.975899999999998,1412
4.814,1.21,239.7,0.0,0.554,190
9.73,0.338,31.09,1.665,8.8067,992
6.408,0.372,162.1,0.0,6.019999999999999,1406
5.811,0.827,58.52,0.0,2.2342,1201
7.823,1.0606782861292665,0.0,52.18,12.934999999999999,606
4.28,0.69,226.0,0.0,0.3935,180
4.755,1.002,218.2,0.0,3.6468999999999996,301
4.305,0.32,67.72,21.47,3.1465,496
5.408,0.422,64.99,0.0,4.712,1313
6.032,0.258,61.76,0.0,2.3023,1205
5.225,0.352,81.2,0.0,1.9925000000000002,1187
4.117,0.157,193.1,32.92,5.887499999999999,517
6.149,0.14,80.7,0.0,2.8057000000000003,1069
3.239,0.1,120.8,7.72,1.6834,476
4.376,1.0,197.4,0.0,0.6315,157
6.648,1.0606782861292665,0.0,0.0,5.793500000000001,16
6.603,0.295,323.5,0.0,2.8669,1072
5.897,1.327,11.98,40.76,8.868,546
8.76,1.458,350.1,95.4,16.594,658
4.742,0.088,343.5,0.0,1.8861999999999999,1177
7.894,0.995,59.83,-0.372,5.7027,1019
6.05,0.738,35.24,0.0,2.3247,1206
10.6,0.837,23.47,23.65,14.975999999999999,959
6.117,0.512,79.28,0.0,5.7749,1355
4.94,0.978,204.4,0.0,3.6317,283
10.21,1.445,332.8,156.1,23.762999999999998,797
4.35,1.348,241.4,0.0,0.13020000000000004,225
6.629,2.315,244.4,0.0,5.722400000000001,26
3.683,0.32,154.5,0.0,2.3869000000000002,437
6.389,0.805,44.07,0.0,6.018999999999999,1400
4.046,0.957,248.6,0.0,0.15019999999999997,229
6.605,1.0606782861292665,0.0,0.0,5.5184,37
10.17,3.47,300.2,190.9,24.499999999999996,749
7.354,0.662,19.05,0.0,4.0518,1045
2.745,0.603,74.82,1.739,1.4757,469
5.262,0.122,28.13,0.0,2.3228999999999997,1228
6.347,0.31,106.4,0.0,5.964999999999999,1415
9.06,2.202,331.0,122.4,17.788,687
5.767,0.298,4.936,0.0,5.262200000000001,1325
8.31,1.69,2.398,96.0,16.006999999999998,639
5.356,0.165,351.8,0.0,2.3747,1244
5.562,0.195,33.16,0.0,1.7413,1158
5.745,0.532,72.74,0.0,2.2191,1200
5.331,0.72,98.9,0.0,4.5074,1310
10.68,1.303,328.2,186.7,24.682999999999996,800
4.404,0.658,199.3,0.0,0.5808,160
10.81,0.605,329.3,32.87,15.794,956
10.29,3.683,293.1,95.7,21.883,821
4.651,0.67,144.6,0.0,2.3008,1220
10.5,1.418,312.3,89.0,20.214000000000002,877
11.18,2.033,268.5,44.68,18.146,913
3.86,0.907,192.4,0.0,0.5804,152
5.602,0.525,61.18,0.0,5.0456,1320
3.895,0.562,50.15,26.59,5.0048,509
4.594,0.7,167.3,0.0,1.7494,1135
5.372,0.207,229.2,0.0,2.3669,1246
5.576,1.607,215.8,0.0,2.6262999999999996,103
7.115,1.242,353.7,73.58,13.349999999999998,586
4.585,0.408,202.6,0.0,2.0828,1276
5.453,0.228,54.08,0.0,1.6037,1143
6.415,2.905,206.8,0.0,5.319400000000001,53
3.644,1.04,170.1,0.0,0.5886,151
4.329,1.0606782861292665,0.0,0.0,3.5077999999999996,403
6.377,0.315,358.1,0.0,5.923900000000001,1397
4.074,0.718,210.9,0.0,0.0882999999999999,207
6.196,0.322,102.4,0.0,5.865,1382
5.453,0.232,90.0,0.0,1.8666,1122
6.786,2.71,227.2,0.0,5.9992,8
7.708,0.712,22.42,-0.097,6.1883,1014
4.83,0.367,64.91,0.0,3.2701000000000002,1290
6.694,0.727,149.3,0.0,3.1915,1060
3.014,0.568,134.0,-0.277,1.7693999999999999,452
4.951,1.107,250.1,0.0,2.9213,253
10.87,0.642,72.24,86.9,19.418,896
4.988,0.138,9.25,0.0,2.1567999999999996,1258
10.89,2.738,279.5,80.6,19.705000000000002,880
6.169,0.55,70.52,0.0,5.782900000000001,1359
7.848,1.595,355.3,59.29,13.062000000000001,623
4.069,1.0606782861292665,0.0,0.0,2.8843000000000005,345
4.981,0.393,185.3,0.0,2.1959,1236
4.949,1.11,254.7,0.0,3.3593,262
3.77,0.968,168.0,0.0,0.6098000000000001,150
2.95,0.475,105.0,3.991,1.5718,472
8.35,2.233,7.277,118.0,16.199,640
6.347,0.262,163.3,0.0,5.9252,1426
6.116,0.318,104.6,0.0,5.774299999999999,1356
6.049,1.503,11.54,41.55,9.172999999999998,550
11.18,0.575,273.7,77.4,18.439999999999998,928
4.078,0.408,214.5,15.95,2.2786,488
5.212,0.428,175.1,0.0,4.0622,1303
5.564,0.8,136.2,0.0,1.9600000000000002,1171
3.813,0.797,217.5,0.0,0.7910999999999999,146
4.373,0.34,170.5,0.0,3.5488,402
11.21,0.708,318.8,44.04,16.392000000000003,954
6.049,0.363,93.4,0.0,5.7182,1351
8.92,1.0606782861292665,0.0,91.1,16.677,659
2.549,0.688,102.0,0.5,1.5673,463
4.285,1.248,210.6,0.0,0.548,186
5.671,0.263,355.2,0.0,1.6690999999999998,1147
5.58,0.26,260.1,0.0,2.4566000000000003,1224
7.735,1.455,339.3,55.14,12.66,608
3.7,1.085,167.5,0.0,0.9768000000000001,143
10.53,5.07,305.9,184.3,24.237000000000002,751
10.19,1.118,341.1,6.467,10.0793,981
4.294,0.893,198.4,0.0,0.3705,197
10.96,2.347,299.5,102.3,18.913,883
4.919,1.1,249.8,0.0,3.6436,279
4.739,1.088,217.2,0.0,3.6123,293
5.315,0.462,53.53,0.0,4.5793,1311
4.398,0.42,180.4,0.0,3.6059999999999994,400
5.406,0.698,225.2,0.0,2.1742,122
5.927,0.823,22.89,0.0,2.3769,1207
4.475,1.15,239.2,0.0,0.1908999999999999,202
10.72,2.742,311.0,139.0,21.184,835
4.744,1.152,269.7,0.0,2.3576,246
6.223,0.34,206.2,0.0,5.8325000000000005,1368
6.052,0.462,59.39,0.0,5.7540000000000004,1354
5.669,0.242,60.95,0.0,1.783,1153
4.404,0.852,206.8,0.0,3.4918,384
4.965,0.443,151.3,0.0,1.9768000000000001,1271
10.78,1.313,324.3,145.5,23.875999999999998,854
4.271,0.807,231.2,0.0,0.19310000000000005,219
8.47,1.97,24.46,113.8,16.532,641
6.804,2.26,205.5,0.0,6.054599999999999,1
5.339,1.042,221.3,0.0,2.1405000000000003,112
9.19,2.632,301.0,113.6,18.538,698
6.165,0.238,128.1,0.0,5.860799999999999,1375
10.89,0.972,297.9,53.53,16.675,951
4.959,0.707,69.7,0.0,3.1793,1289
5.322,0.488,197.4,0.0,3.8639,1300
3.552,0.388,136.9,0.0,2.0875999999999997,441
4.584,0.708,176.3,0.0,1.7157999999999998,1136
5.081,0.502,48.8,0.0,2.1737,1256
9.08,1.982,353.3,104.0,16.97,663
5.606,0.473,87.6,0.0,5.0044,1319
5.037,0.402,55.82,0.0,2.1734999999999998,1257
4.665,0.312,195.4,0.0,2.1957999999999998,1278
3.868,0.59,140.3,0.0,2.7185,317
8.54,1.832,321.1,93.6,16.407,648
9.62,2.513,289.0,175.5,20.116000000000003,709
10.41,0.76,352.0,12.52,11.779,972
7.998,1.202,355.2,72.28,13.351999999999999,627
8.13,1.438,16.59,93.7,14.047,632
5.443,0.1,318.9,0.0,2.3347,1248
6.438,0.79,63.69,0.0,6.022599999999999,1404
5.282,0.425,19.43,0.0,2.2027,1254
5.867,0.372,51.66,0.0,5.4014999999999995,1330
10.16,1.417,331.6,157.1,23.486,795
8.59,1.0606782861292665,0.0,92.7,16.837000000000003,645
7.839,0.807,15.37,-0.323,6.359,1012
6.01,1.297,1.687,46.67,9.556000000000001,556
9.17,2.805,286.6,130.8,19.034,681
6.905,1.493,342.8,76.19,13.063999999999998,577
5.714,0.487,47.75,0.0,2.07,1109
5.172,0.252,125.2,0.0,1.9378,1266
5.616,0.388,39.13,0.0,1.9822000000000002,1183
4.628,0.395,51.41,36.07,7.0398,524
6.935,0.382,162.6,0.0,3.2292,1059
6.095,0.877,346.3,32.44,8.3826,540
5.476,0.982,47.52,0.0,2.0713,1194
10.28,3.5,304.0,195.5,24.623,748
5.96,0.642,54.06,0.0,5.477299999999999,1333
3.815,0.488,230.9,11.91,1.9589000000000003,484
5.791,0.97,224.3,0.0,3.0086,95
7.904,0.992,53.7,-0.415,5.6136,1020
6.341,1.2,323.7,49.41,9.752999999999998,563
5.15,0.12,25.56,0.0,1.9989000000000001,1264
9.89,1.42,346.9,178.5,25.123,742
10.57,1.945,298.2,138.9,22.906,863
10.78,1.375,329.7,80.4,18.551000000000002,891
6.851,0.177,97.0,0.0,4.1603,1038
4.214,0.392,231.0,0.0,0.13289999999999996,206
4.495,0.987,210.1,0.0,3.5982,392
10.12,1.647,334.2,135.1,23.506,794
11.1,1.303,296.1,121.6,22.765,870
4.432,0.732,199.5,0.0,3.6275,397
9.52,3.007,303.0,85.3,20.191000000000003,766
5.655,0.358,34.84,0.0,5.1722,1323
5.298,0.187,25.33,0.0,2.4044999999999996,1241
7.96,0.417,0.707,-0.376,5.039199999999999,1028
8.58,1.47,15.48,102.2,16.712,642
7.884,1.505,336.7,62.16,12.571,612
10.51,1.428,341.0,23.86,14.623,960
9.63,1.66,297.6,156.1,22.856,725
9.11,3.167,303.6,109.0,18.624999999999996,683
5.733,1.163,225.0,0.0,2.7028,98
10.23,2.085,307.5,182.2,24.253,804
4.21,1.0606782861292665,0.0,0.0,3.3979,406
4.124,0.527,93.4,26.4,3.9823,502
6.266,0.395,309.4,0.0,2.8693,1071
6.545,0.342,208.2,0.0,3.3231,1056
11.27,0.915,292.1,82.0,18.455,929
10.36,3.022,311.8,152.1,21.929000000000002,779
4.201,0.635,252.4,0.0,0.2242,200
4.775,0.85,177.9,0.0,1.5472,134
6.609,0.562,151.7,0.0,3.6231999999999998,1051
6.627,2.218,243.8,0.0,5.535500000000001,40
7.888,0.673,53.25,-0.294,5.9048,1017
4.191,1.095,240.1,0.0,0.24819999999999992,230
4.483,0.605,191.3,0.0,3.4126999999999996,378
4.694,0.698,176.9,0.0,3.6152,288
3.896,0.593,153.7,0.0,3.1195999999999993,418
4.478,1.0606782861292665,0.0,0.0,3.5949,391
7.196,1.475,358.4,71.6,13.713000000000003,592
5.393,0.125,60.06,0.0,1.8155999999999999,1162
6.312,0.265,28.73,0.0,2.5316,1086
8.53,1.638,345.4,93.3,16.386,647
5.664,0.283,25.27,0.0,1.798,1152
4.374,0.25,0.391,34.15,6.440700000000001,520
6.454,1.952,234.3,0.0,5.3237000000000005,64
6.685,2.593,223.1,0.0,5.7997,14
5.227,0.155,359.1,0.0,1.9644,1180
6.412,0.822,88.9,0.0,3.1252,1064
4.215,0.502,208.1,19.43,2.7210999999999994,492
4.449,0.322,188.8,0.0,3.4329,379
4.367,1.222,230.3,0.0,0.5269,187
9.83,2.62,337.4,150.5,21.594,763
4.241,1.16,206.7,0.0,0.22780000000000006,216
10.35,1.71,348.4,143.1,23.662,791
6.332,0.405,43.05,0.0,2.7392,1076
10.63,1.88,287.9,88.0,20.177,878
4.005,0.803,179.0,0.0,2.6989000000000005,337
9.47,3.253,318.8,167.9,21.357,719
4.696,0.525,189.7,0.0,3.6153999999999997,295
7.74,0.867,36.1,-0.223,6.0039,1016
4.687,0.622,192.8,0.0,2.034,1275
2.854,0.675,142.0,0.085,1.7535,455
6.368,0.295,146.5,0.0,6.022,1437
10.58,0.927,344.6,168.8,24.819,815
4.884,1.482,233.7,0.0,3.4037999999999995,269
9.59,0.223,328.6,1.621,8.3295,995
4.403,0.948,241.5,0.0,0.2028,201
4.287,0.932,175.1,0.0,0.5852,161
9.94,2.872,291.4,192.2,24.606,729
4.378,1.0606782861292665,0.0,0.0,3.567,401
8.9,2.858,306.4,99.6,17.532000000000004,702
6.235,0.088,292.4,0.0,1.9602,1129
6.313,0.915,331.9,55.11,9.846999999999998,565
7.81,0.873,53.21,-0.454,5.530800000000001,1021
8.0,0.123,201.7,-0.538,5.2643,1025
6.199,0.542,84.1,0.0,2.1912999999999996,1104
4.223,0.453,246.9,0.0,0.12659999999999996,205
6.605,2.758,220.5,0.0,5.5617,34
9.98,1.755,356.1,130.5,21.080999999999996,775
4.025,0.442,69.25,26.56,4.944100000000001,508
6.327,0.195,148.9,0.0,5.948299999999999,1418
5.958,1.887,216.8,0.0,3.3036000000000003,91
6.129,0.092,145.7,0.0,5.8104000000000005,1363
10.87,0.51,93.7,86.7,19.673000000000002,897
6.342,1.167,324.8,51.79,9.782,564
6.226,0.153,100.7,0.0,5.8512,1369
10.09,1.952,348.4,140.9,21.243000000000002,776
4.45,0.695,241.8,0.0,1.8828,241
