iter	Passed	Remaining
426	576	773
427	577	771
428	578	770
429	579	768
430	581	767
431	582	765
432	583	764
433	584	762
434	586	761
435	587	759
436	588	758
437	589	756
438	591	755
439	592	753
440	593	752
441	594	750
442	595	749
443	597	748
444	599	747
445	600	746
446	602	744
447	603	743
448	605	742
449	606	741
450	608	740
451	609	738
452	610	737
453	612	736
454	613	734
455	614	733
456	616	732
457	617	730
458	618	729
459	620	728
460	621	726
461	622	725
462	623	723
463	625	722
464	626	721
465	628	719
466	629	718
467	630	717
468	632	715
469	633	714
470	635	713
471	636	711
472	637	710
473	638	708
474	639	707
475	640	705
476	642	703
477	643	702
478	644	701
479	645	699
480	647	698
481	648	696
482	649	695
483	651	694
484	652	692
485	653	691
486	654	689
487	656	688
488	657	686
489	658	685
490	659	683
491	660	682
492	662	680
493	663	679
494	664	677
495	665	676
496	667	675
497	668	673
498	669	672
499	671	671
500	672	670
501	674	668
502	675	667
503	677	666
504	678	664
505	679	663
506	680	662
507	682	660
508	683	659
509	685	658
510	686	657
511	688	655
512	689	654
513	690	653
514	692	651
515	693	650
516	694	649
517	696	647
518	697	646
519	698	644
520	699	643
521	701	642
522	702	640
523	703	639
524	705	637
525	706	636
526	707	635
527	709	633
528	710	632
529	711	631
530	712	629
531	714	628
532	715	627
533	717	625
534	718	624
535	719	622
536	720	621
537	722	620
538	723	619
539	725	617
540	726	616
541	727	614
542	728	613
543	730	612
544	731	610
545	732	609
546	734	608
547	735	606
548	736	605
549	738	604
550	739	602
551	740	601
552	742	599
553	743	598
554	744	597
555	746	595
556	747	594
557	748	592
558	749	591
559	750	589
560	752	588
561	753	587
562	754	585
563	756	584
564	757	583
565	758	581
566	760	580
567	761	579
568	762	577
569	764	576
570	765	575
571	766	573
572	768	572
573	769	571
574	771	569
575	772	568
576	774	567
577	775	566
578	777	564
579	778	563
580	779	562
581	781	561
582	782	559
583	783	558
584	784	556
585	786	555
586	787	553
587	789	552
588	790	551
589	792	550
590	793	549
591	795	548
592	797	547
593	798	545
594	799	544
595	801	543
596	802	541
597	803	540
598	805	539
599	806	537
600	808	536
601	809	535
602	810	533
603	812	532
604	813	530
605	814	529
606	815	528
607	817	527
608	818	525
609	820	524
610	821	523
611	823	522
612	824	520
613	826	519
614	827	518
615	829	516
616	830	515
617	832	514
618	833	512
619	834	511
620	835	510
621	837	508
622	838	507
623	839	505
624	840	504
625	842	503
626	843	501
627	844	500
628	845	498
629	847	497
630	848	496
631	849	494
632	851	493
633	852	492
634	854	490
635	855	489
636	856	488
637	858	487
638	860	485
639	861	484
640	862	483
641	864	481
642	865	480
643	867	479
644	868	477
645	869	476
646	870	475
647	872	473
648	873	472
649	874	471
650	876	469
651	877	468
652	878	467
653	880	465
654	882	464
655	883	463
656	884	461
657	885	460
658	887	459
659	888	457
660	890	456
661	891	455
662	892	453
663	894	452
664	895	451
665	896	449
666	898	448
667	899	446
668	900	445
669	902	444
670	903	442
671	904	441
672	905	440
673	906	438
674	908	437
675	909	436
676	911	434
677	912	433
678	913	432
679	915	430
680	916	429
681	917	427
682	919	426
683	920	425
684	921	423
685	923	422
686	924	421
687	925	419
688	927	418
689	928	417
690	929	415
691	930	414
692	932	412
693	933	411
694	935	410
695	936	409
696	937	407
697	939	406
698	940	404
699	941	403
700	943	402
701	944	401
702	946	399
703	947	398
704	949	397
705	950	395
706	951	394
707	953	393
708	954	391
709	956	390
710	957	389
711	958	387
712	960	386
713	961	385
714	962	383
715	963	382
716	965	381
717	966	379
718	968	378
719	969	377
720	970	375
721	972	374
722	973	373
723	974	371
724	976	370
725	977	368
726	978	367
727	980	366
728	982	365
729	983	363
730	984	362
731	986	361
732	987	359
733	988	358
734	990	356
735	991	355
736	993	354
737	994	353
738	996	351
739	997	350
740	998	349
741	1000	347
742	1002	346
743	1003	345
744	1005	344
745	1006	342
746	1007	341
747	1009	340
748	1010	338
749	1011	337
750	1013	335
751	1014	334
752	1015	333
753	1017	331
754	1019	330
755	1020	329
756	1021	328
757	1023	326
758	1024	325
759	1025	323
760	1026	322
761	1028	321
762	1029	319
763	1030	318
764	1031	316
765	1033	315
766	1034	314
767	1035	312
768	1037	311
769	1038	310
770	1039	308
771	1041	307
772	1042	306
773	1043	304
774	1044	303
775	1046	302
776	1048	300
777	1049	299
778	1051	298
779	1052	296
780	1053	295
781	1055	294
782	1056	292
783	1058	291
784	1059	290
785	1060	288
786	1061	287
787	1063	286
788	1064	284
789	1065	283
790	1067	281
791	1068	280
792	1069	279
793	1071	277
794	1072	276
795	1073	275
796	1075	273
797	1076	272
798	1077	271
799	1079	269
800	1080	268
801	1081	267
802	1083	265
803	1084	264
804	1085	263
805	1087	261
806	1088	260
807	1089	258
808	1090	257
809	1091	256
810	1093	254
811	1094	253
812	1096	252
813	1097	250
814	1098	249
815	1100	248
816	1101	246
817	1103	245
818	1105	244
819	1106	242
820	1107	241
821	1110	240
822	1111	238
823	1113	237
824	1114	236
825	1115	235
826	1116	233
827	1118	232
828	1119	230
829	1120	229
830	1122	228
831	1123	226
832	1125	225
833	1126	224
834	1128	222
835	1129	221
836	1130	220
837	1132	218
838	1134	217
839	1135	216
840	1137	214
841	1138	213
842	1139	212
843	1141	210
844	1142	209
845	1144	208
846	1145	206
847	1146	205
848	1148	204
849	1149	202
850	1150	201
851	1152	200
852	1153	198
853	1154	197
854	1156	196
855	1157	194
856	1158	193
857	1160	191
858	1161	190
859	1162	189
860	1164	187
861	1165	186
862	1166	185
863	1168	183
864	1169	182
865	1170	181
866	1172	179
867	1173	178
868	1174	177
869	1176	175
870	1177	174
871	1178	173
872	1180	171
873	1181	170
874	1182	168
875	1184	167
876	1185	166
877	1186	164
878	1188	163
879	1189	162
880	1191	160
881	1192	159
882	1194	158
883	1195	156
884	1196	155
885	1198	154
886	1199	152
887	1201	151
888	1202	150
889	1204	148
890	1205	147
891	1206	146
892	1208	144
893	1209	143
894	1210	142
895	1211	140
896	1213	139
897	1214	137
898	1215	136
899	1217	135
900	1218	133
901	1219	132
902	1220	131
903	1222	129
904	1223	128
905	1225	127
906	1226	125
907	1228	124
908	1229	123
909	1230	121
910	1231	120
911	1233	118
912	1234	117
913	1235	116
914	1237	114
915	1238	113
916	1239	112
917	1240	110
918	1242	109
919	1243	108
920	1245	106
921	1246	105
922	1247	104
923	1249	102
924	1250	101
925	1252	100
926	1253	98
927	1255	97
928	1256	96
929	1257	94
930	1258	93
931	1260	91
932	1261	90
933	1262	89
934	1263	87
935	1265	86
936	1266	85
937	1267	83
938	1268	82
939	1269	81
940	1271	79
941	1272	78
942	1273	77
943	1275	75
944	1276	74
945	1277	72
946	1278	71
947	1280	70
948	1281	68
949	1282	67
950	1284	66
951	1285	64
952	1287	63
953	1289	62
954	1290	60
955	1291	59
956	1293	58
957	1294	56
958	1296	55
959	1297	54
960	1298	52
961	1299	51
962	1301	49
963	1302	48
964	1303	47
965	1304	45
966	1306	44
967	1307	43
968	1309	41
969	1310	40
970	1311	39
971	1313	37
972	1314	36
973	1315	35
974	1317	33
975	1318	32
976	1319	31
977	1321	29
978	1322	28
979	1323	27
980	1324	25
981	1326	24
982	1327	22
983	1329	21
984	1330	20
985	1331	18
986	1333	17
987	1334	16
988	1335	14
989	1337	13
990	1338	12
991	1340	10
992	1341	9
993	1343	8
994	1344	6
995	1346	5
996	1347	4
997	1348	2
998	1349	1
999	1351	0
