iter	RMSE
146	17.34336976
147	17.23462469
148	17.12139985
149	17.02225618
150	16.91261683
151	16.81274722
152	16.70775997
153	16.60759516
154	16.51814536
155	16.41493793
156	16.31998388
157	16.22123926
158	16.12690964
159	16.0255747
160	15.93444388
161	15.85500289
162	15.76119042
163	15.68043127
164	15.58698411
165	15.49580786
166	15.40259699
167	15.31099539
168	15.23216251
169	15.14088176
170	15.05150889
171	14.96136552
172	14.88227689
173	14.79999115
174	14.71570295
175	14.64001588
176	14.55973619
177	14.48219052
178	14.41085633
179	14.32915272
180	14.25837178
181	14.18700297
182	14.11330456
183	14.03721402
184	13.97101137
185	13.90187718
186	13.83724519
187	13.7694947
188	13.70069865
189	13.63053493
190	13.56898029
191	13.49817233
192	13.43383021
193	13.37508189
194	13.30949207
195	13.2468312
196	13.18207563
197	13.1148943
198	13.04677617
199	12.98649413
200	12.9304872
201	12.87003543
202	12.82012434
203	12.76707071
204	12.71275468
205	12.65808694
206	12.60756463
207	12.54937489
208	12.49330893
209	12.44517547
210	12.39313908
211	12.3465937
212	12.29695979
213	12.24223657
214	12.18993964
215	12.13626107
216	12.0893718
217	12.03670674
218	11.98742444
219	11.93721091
220	11.89495755
221	11.84983394
222	11.80036658
223	11.76199313
224	11.71732788
225	11.67990483
226	11.63422318
227	11.58693068
228	11.54295472
229	11.50582566
230	11.46721221
231	11.42975134
232	11.38907601
233	11.35123117
234	11.31825934
235	11.2807228
236	11.23807408
237	11.19847167
238	11.16664752
239	11.1326214
240	11.1017332
241	11.06740557
242	11.0359421
243	11.00079493
244	10.96444592
245	10.92634627
246	10.89268595
247	10.86327892
248	10.83474488
249	10.80728745
250	10.77944028
251	10.74873782
252	10.71678566
253	10.68682761
254	10.65431813
255	10.6248631
256	10.59618023
257	10.56957214
258	10.54170098
259	10.51317757
260	10.48379265
261	10.45428283
262	10.42407205
263	10.39525096
264	10.37085538
265	10.3483874
266	10.32393358
267	10.30015318
268	10.27301698
269	10.24539426
270	10.22005993
271	10.19867492
272	10.17492315
273	10.15514461
274	10.13106098
275	10.10829155
276	10.08191952
277	10.05720974
278	10.03442151
279	10.00842669
280	9.990674341
281	9.967392926
282	9.943553657
283	9.920886723
284	9.899877861
285	9.882161064
286	9.860729073
287	9.840003438
288	9.822690311
289	9.800981008
290	9.779070608
291	9.760020512
292	9.741372857
293	9.725360635
294	9.704652625
295	9.682935746
296	9.661458678
297	9.645690203
298	9.626108775
299	9.608700757
300	9.591130235
301	9.576614536
302	9.564209825
303	9.546274734
304	9.52725049
305	9.512297291
306	9.494881314
307	9.475298099
308	9.454676867
309	9.433105396
310	9.4186775
311	9.401751273
312	9.386677108
313	9.369106466
314	9.353205225
315	9.33884476
316	9.325734767
317	9.313658143
318	9.298529794
319	9.280057338
320	9.262415124
321	9.249316485
322	9.234336198
323	9.218571639
324	9.206535869
325	9.194206953
326	9.179601093
327	9.163498747
328	9.15370536
329	9.141022272
330	9.130502444
331	9.117253312
332	9.103173237
333	9.089171026
334	9.075055543
335	9.065826176
336	9.048192447
337	9.036318034
338	9.021213363
339	9.011085479
340	8.99739242
341	8.986117998
342	8.97236317
343	8.960371389
344	8.946140014
345	8.931932296
346	8.916459579
347	8.904870739
348	8.896882032
349	8.886711484
350	8.87326094
351	8.863169855
352	8.855336939
353	8.844320769
354	8.834678426
355	8.821193269
356	8.812267528
357	8.800843162
358	8.789934647
359	8.780288488
360	8.769285066
361	8.75669857
362	8.739655272
363	8.728745059
364	8.721933858
365	8.713474394
366	8.702863419
367	8.693137961
368	8.682270223
369	8.671195492
370	8.66166584
371	8.651607215
372	8.642892737
373	8.632095832
374	8.621722162
375	8.614140261
376	8.605709897
377	8.596260281
378	8.586763505
379	8.579901207
380	8.574877858
381	8.565456031
382	8.557336069
383	8.549900771
384	8.544471929
385	8.535572103
386	8.526806396
387	8.521188222
388	8.511890048
389	8.501957604
390	8.493699323
391	8.485025878
392	8.478920342
393	8.474144707
394	8.464568285
395	8.458129619
396	8.451584892
397	8.440944364
398	8.432499618
399	8.425615977
400	8.417789121
401	8.411432024
402	8.403870926
403	8.396904888
404	8.386907363
405	8.379804734
406	8.372293468
407	8.362602429
408	8.353724139
409	8.345918899
410	8.337406397
411	8.332515285
412	8.3246335
413	8.315446686
414	8.309176258
415	8.30422498
416	8.300557074
417	8.29367945
418	8.286137923
419	8.27809922
420	8.269718737
421	8.260227815
422	8.253118707
423	8.243729896
424	8.24032429
425	8.234529512
426	8.229416515
427	8.22351818
428	8.219552775
429	8.213326013
430	8.206584833
431	8.200890497
432	8.195989002
433	8.191474099
434	8.18554599
435	8.179557788
436	8.174224875
437	8.167984143
438	8.16079033
439	8.153582689
440	8.145340368
441	8.137399571
442	8.130327444
443	8.124965318
444	8.117838432
445	8.109850975
446	8.107203593
447	8.100313968
448	8.092849235
449	8.087202847
450	8.082458846
451	8.073022432
452	8.06640584
453	8.059887932
454	8.053816449
455	8.049596231
456	8.044340648
457	8.037032541
458	8.032314893
459	8.025437074
460	8.019217099
461	8.013403325
462	8.004427321
463	8.000612296
464	7.994900142
465	7.988642142
466	7.985831983
467	7.98062691
468	7.976106905
469	7.969908546
470	7.966117462
471	7.962082739
472	7.957267074
473	7.952542366
474	7.946194923
475	7.939105381
476	7.933727622
477	7.925738149
478	7.919404023
479	7.915539889
480	7.911907925
481	7.907155664
482	7.90487132
483	7.900329885
484	7.897315799
485	7.890964936
486	7.885204593
487	7.881038884
488	7.876137518
489	7.873557847
490	7.868426743
491	7.861797649
492	7.85884754
493	7.854072861
494	7.848021995
495	7.844483167
496	7.83879347
497	7.83468346
498	7.830380143
499	7.825246277
500	7.820219656
501	7.815797203
502	7.811256525
503	7.806948269
504	7.804244142
505	7.799211634
506	7.794084098
507	7.791770206
508	7.788230104
509	7.783788142
510	7.779342379
511	7.775468164
512	7.769738179
513	7.764949926
514	7.760394053
515	7.757390593
516	7.751557077
517	7.748080161
518	7.744582856
519	7.736890083
520	7.73242419
521	7.727419683
522	7.72386285
523	7.720105176
524	7.713512706
525	7.709797007
526	7.703093881
527	7.698005757
528	7.692828933
529	7.687739549
530	7.684519547
531	7.679397183
532	7.674889853
533	7.669850875
534	7.667375885
535	7.663453409
536	7.660303517
537	7.655362169
538	7.651434474
539	7.645548003
540	7.644056963
541	7.639566956
542	7.63538536
543	7.63157849
544	7.628860899
545	7.626568706
546	7.62382832
547	7.620856958
548	7.616748413
549	7.611111242
550	7.607595497
551	7.603648167
552	7.600175287
553	7.595021585
554	7.592475147
555	7.588296259
556	7.584965224
557	7.581754938
558	7.576806468
559	7.574761904
560	7.570258138
561	7.567171125
562	7.562401631
563	7.557659749
564	7.553319322
565	7.54952386
566	7.546817331
567	7.541340446
568	7.536128127
569	7.533105818
570	7.527623436
571	7.522389256
572	7.518391849
573	7.509905938
574	7.50689533
575	7.502116219
576	7.498774437
577	7.493923958
578	7.488608679
579	7.485799416
580	7.482513594
581	7.478815898
582	7.472756092
583	7.467840568
584	7.461461581
585	7.45762061
586	7.45407782
587	7.449402615
588	7.446670115
589	7.44165975
590	7.436333273
591	7.433311268
592	7.42891378
593	7.425803484
594	7.421238826
595	7.416457217
596	7.413335778
597	7.408567218
598	7.406819311
599	7.403115544
600	7.396369812
601	7.390685583
602	7.383274004
603	7.381734477
604	7.379575636
605	7.376721142
606	7.374029329
607	7.370390841
608	7.362747572
609	7.359677874
610	7.356040915
611	7.352354911
612	7.34652922
613	7.342730778
614	7.339773071
615	7.336309657
616	7.333907518
617	7.32730541
618	7.324019443
619	7.321260274
620	7.315905986
621	7.311218616
622	7.305630746
623	7.30135761
624	7.29715319
625	7.293107639
626	7.29069399
627	7.288349309
628	7.284204762
629	7.282146967
630	7.278732051
631	7.277169427
632	7.273992755
633	7.265864303
634	7.262114053
635	7.259997023
636	7.25573579
637	7.251011946
638	7.246358153
639	7.243267115
640	7.238658828
641	7.232200081
642	7.228409858
643	7.224419773
644	7.221970051
645	7.21952746
646	7.215320788
647	7.209858356
648	7.206628244
649	7.203019038
650	7.198642498
651	7.195882875
652	7.191257108
653	7.189542902
654	7.186276724
655	7.180802633
656	7.176538983
657	7.1727338
658	7.16860201
659	7.164484272
660	7.158841383
661	7.152626056
662	7.146255687
663	7.144760806
664	7.14263067
665	7.138235834
666	7.134451514
667	7.131887234
668	7.123998181
669	7.118396778
670	7.113489689
671	7.109351897
672	7.105064038
673	7.102071293
674	7.098456302
675	7.094581573
676	7.08974838
677	7.086320338
678	7.080184659
679	7.076617841
680	7.07363858
681	7.071462349
682	7.06866817
683	7.065721144
684	7.063162977
685	7.06114387
686	7.058122084
687	7.055259593
688	7.048980018
689	7.042446788
690	7.038657455
691	7.034906544
692	7.031768459
693	7.028893121
694	7.027663549
695	7.024623587
696	7.019327372
697	7.015469241
698	7.012342091
699	7.009832588
700	7.006713427
701	7.004277634
702	6.999931268
703	6.995058551
704	6.99138701
705	6.986996765
706	6.982464916
707	6.979041134
708	6.972315606
709	6.968663879
710	6.965022992
711	6.961201555
712	6.956971576
713	6.95382692
714	6.950883061
715	6.947327368
716	6.944461575
717	6.943410859
718	6.939949225
719	6.937266015
720	6.932812328
721	6.929811463
722	6.924993793
723	6.920643968
724	6.91708584
725	6.911074835
726	6.907257188
727	6.905926611
728	6.902605216
729	6.900794049
730	6.896795472
731	6.893279485
732	6.889835947
733	6.885635044
734	6.884461801
735	6.88176465
736	6.879845435
737	6.875057858
738	6.871074188
739	6.86778664
740	6.863818225
741	6.860461861
742	6.855681384
743	6.851947653
744	6.849095929
745	6.845310817
746	6.842230579
747	6.837647075
748	6.832765542
749	6.830567622
750	6.826777125
751	6.824267007
752	6.821302141
753	6.816754353
754	6.813309716
755	6.809894741
756	6.804997196
757	6.801429425
758	6.797515672
759	6.793412652
760	6.787581932
761	6.782719839
762	6.777796478
763	6.77378897
764	6.771084416
765	6.76639153
766	6.763211504
767	6.759215508
768	6.757543638
769	6.754692615
770	6.751537202
771	6.745462934
772	6.74147955
773	6.738181979
774	6.734595104
775	6.732747743
776	6.729965648
777	6.727289069
778	6.723071172
779	6.719241597
780	6.714553454
781	6.707750231
782	6.703198078
783	6.699560084
784	6.692757604
785	6.689710241
786	6.685937349
787	6.683277421
788	6.678247007
789	6.671869078
790	6.667393835
791	6.663681164
792	6.661155362
793	6.659226395
794	6.655102385
795	6.65199933
796	6.648605556
797	6.644734843
798	6.639882558
799	6.635089839
800	6.630145941
801	6.627078152
802	6.624330295
803	6.619842658
804	6.616181599
805	6.611935562
806	6.607971739
807	6.604528612
808	6.599092014
809	6.594932165
810	6.593151159
811	6.589004021
812	6.586677195
813	6.584953913
814	6.581221412
815	6.578675403
816	6.575598721
817	6.572387915
818	6.568897714
819	6.562119629
820	6.557715476
821	6.554705683
822	6.55029657
823	6.546813591
824	6.543134869
825	6.540864186
826	6.537862909
827	6.535374948
828	6.5313683
829	6.528687614
830	6.526304475
831	6.523017486
832	6.519232639
833	6.516383555
834	6.512800318
835	6.511420029
836	6.507748723
837	6.504265012
838	6.502526775
839	6.500342289
840	6.49646422
841	6.492919999
842	6.489628255
843	6.485389429
844	6.481828134
845	6.478068377
846	6.473659966
847	6.470104965
848	6.468103984
849	6.465538712
850	6.461922766
851	6.458679046
852	6.455362155
853	6.45295653
854	6.448826992
855	6.446049665
856	6.443057342
857	6.440014125
858	6.436499479
859	6.433054457
860	6.43031455
861	6.426882866
862	6.424524145
863	6.422188907
864	6.419704839
865	6.415408281
866	6.409171684
867	6.405802771
868	6.401901395
869	6.39794294
870	6.394034958
871	6.39114302
872	6.388204992
873	6.385653992
874	6.381893363
875	6.379220761
876	6.376379885
877	6.373515162
878	6.371195649
879	6.367695051
880	6.364049956
881	6.360178282
882	6.356293331
883	6.352897787
884	6.347859957
885	6.345619418
886	6.34358286
887	6.341295669
888	6.339049776
889	6.335803969
890	6.331800801
891	6.327905635
892	6.325750185
893	6.323565973
894	6.320266826
895	6.317434871
896	6.31470413
897	6.312267804
898	6.310546107
899	6.307403109
900	6.304658236
901	6.30198227
902	6.298572046
903	6.296810853
904	6.294251304
905	6.291754841
906	6.289185049
907	6.285036229
908	6.282050714
909	6.279485066
910	6.274285109
911	6.272456783
912	6.269763698
913	6.268820844
914	6.266675234
915	6.263670486
916	6.259838379
917	6.256202125
918	6.253864685
919	6.249840299
920	6.247198281
921	6.244645287
922	6.241805083
923	6.238658926
924	6.235806825
925	6.232978992
926	6.230625308
927	6.226667198
928	6.221697334
929	6.216020237
930	6.212681172
931	6.209528143
932	6.206952182
933	6.203407771
934	6.199949841
935	6.197129351
936	6.195087545
937	6.192427054
938	6.186852166
939	6.183967861
940	6.180084815
941	6.178040045
942	6.175375702
943	6.171782235
944	6.168672026
945	6.16568231
946	6.161018419
947	6.159275614
948	6.157061533
949	6.154524478
950	6.150914519
951	6.147463178
952	6.141559815
953	6.138160878
954	6.135109553
955	6.130405453
956	6.127306202
957	6.123965747
958	6.121285768
959	6.118154394
960	6.116222563
961	6.113680067
962	6.110699728
963	6.105741717
964	6.101137082
965	6.098945027
966	6.09578942
967	6.092284189
968	6.087054546
969	6.084088552
970	6.079648593
971	6.074851442
972	6.070901391
973	6.067438005
974	6.063745672
975	6.059029189
976	6.057502463
977	6.054847655
978	6.050348673
979	6.048508232
980	6.045804101
981	6.04037684
982	6.038573883
983	6.03399655
984	6.030908106
985	6.02569065
986	6.020446338
987	6.017814299
988	6.015277804
989	6.012408568
990	6.010135348
991	6.006564278
992	6.004150691
993	6.001622574
994	5.997428097
995	5.994967318
996	5.992417324
997	5.988265337
998	5.983518041
999	5.97846749
