iter	RMSE
235	6.492145235
236	6.466360549
237	6.457712057
238	6.449428097
239	6.426743947
240	6.414447575
241	6.404621471
242	6.393348648
243	6.37092794
244	6.362636309
245	6.33895022
246	6.322312586
247	6.314778987
248	6.302166875
249	6.285396118
250	6.273857898
251	6.252422234
252	6.245243729
253	6.229663534
254	6.20887204
255	6.199801962
256	6.17992836
257	6.173831211
258	6.16359144
259	6.151525649
260	6.142953203
261	6.124689233
262	6.106662643
263	6.100931926
264	6.082507403
265	6.064944917
266	6.055339824
267	6.036613156
268	6.027628218
269	6.01127136
270	6.002969611
271	5.994906862
272	5.991116099
273	5.973222192
274	5.963299337
275	5.946026014
276	5.932856733
277	5.91595727
278	5.902011866
279	5.892854534
280	5.884172374
281	5.875158132
282	5.859546826
283	5.844876232
284	5.830745103
285	5.821161266
286	5.807532214
287	5.793289481
288	5.781610827
289	5.770396738
290	5.766014022
291	5.754510678
292	5.74325852
293	5.73192019
294	5.718598678
295	5.707761756
296	5.69392738
297	5.687305224
298	5.673844784
299	5.661144333
300	5.650981584
301	5.635885247
302	5.620987061
303	5.611256688
304	5.598350697
305	5.582661515
306	5.570471098
307	5.563137235
308	5.546713686
309	5.537508381
310	5.527533058
311	5.515028189
312	5.507423103
313	5.504300092
314	5.495486875
315	5.480577419
316	5.468666018
317	5.459622775
318	5.439541537
319	5.432278697
320	5.423841381
321	5.412448131
322	5.399229966
323	5.390396802
324	5.382105993
325	5.375102844
326	5.366853662
327	5.355612425
328	5.34154704
329	5.33555006
330	5.32655183
331	5.312796166
332	5.305736281
333	5.292794948
334	5.284901027
335	5.274648051
336	5.266926459
337	5.254183191
338	5.242096952
339	5.23484568
340	5.228685934
341	5.218166931
342	5.209101258
343	5.203998478
344	5.192890303
345	5.184339412
346	5.171307806
347	5.163619344
348	5.156081961
349	5.145600243
350	5.137950417
351	5.13318618
352	5.128062421
353	5.121118848
354	5.114738688
355	5.107749186
356	5.096593992
357	5.090486925
358	5.079936698
359	5.070736383
360	5.06032223
361	5.053834457
362	5.043935884
363	5.034012228
364	5.026879978
365	5.022073233
366	5.01666621
367	5.006784038
368	5.00040324
369	4.992697958
370	4.984726099
371	4.977082251
372	4.969264352
373	4.96435619
374	4.953868154
375	4.943245124
376	4.933665438
377	4.928715513
378	4.923663858
379	4.913680226
380	4.910492428
381	4.905470368
382	4.900084613
383	4.890363517
384	4.883989761
385	4.873995167
386	4.868843316
387	4.864129214
388	4.858630632
389	4.850357655
390	4.841333377
391	4.833898358
392	4.827843029
393	4.820531666
394	4.813059294
395	4.802608739
396	4.799669076
397	4.796814049
398	4.786595707
399	4.776766127
400	4.770881599
401	4.763982238
402	4.761190004
403	4.754564415
404	4.750331297
405	4.741308472
406	4.732723432
407	4.728070802
408	4.724698499
409	4.722082719
410	4.718893545
411	4.713417565
412	4.71094557
413	4.703456776
414	4.698801444
415	4.688056617
416	4.676255991
417	4.671272106
418	4.662086962
419	4.656654218
420	4.651104877
421	4.645590404
422	4.638090411
423	4.628043103
424	4.618459341
425	4.611769091
426	4.602446168
427	4.594282228
428	4.58877262
429	4.579316109
430	4.569077315
431	4.562924675
432	4.556276193
433	4.548588298
434	4.539343065
435	4.533124568
436	4.525182793
437	4.51954203
438	4.513801936
439	4.505002423
440	4.496843227
441	4.490739047
442	4.484446792
443	4.477689243
444	4.472757118
445	4.466770217
446	4.45773206
447	4.452358235
448	4.444314692
449	4.434461747
450	4.428587835
451	4.423719101
452	4.415317866
453	4.408702801
454	4.401792205
455	4.395117185
456	4.387310669
457	4.382107267
458	4.373225812
459	4.367645433
460	4.359446495
461	4.346758357
462	4.336697745
463	4.327615896
464	4.322214324
465	4.314901442
466	4.308829529
467	4.303212498
468	4.294874015
469	4.289374568
470	4.283140453
471	4.281068184
472	4.275733304
473	4.270652966
474	4.262908081
475	4.256403344
476	4.254254787
477	4.251709831
478	4.243701071
479	4.237727785
480	4.233553046
481	4.232298808
482	4.226721919
483	4.216927658
484	4.210711052
485	4.204670467
486	4.199788661
487	4.192340514
488	4.183580973
489	4.178913676
490	4.171727251
491	4.162839271
492	4.161696245
493	4.155744804
494	4.14982871
495	4.148627745
496	4.143588298
497	4.136835041
498	4.131264156
499	4.126819108
500	4.123418916
501	4.115522501
502	4.10747797
503	4.099076102
504	4.091456185
505	4.084114832
506	4.074809446
507	4.070240621
508	4.064183201
509	4.058769017
510	4.051081649
511	4.046341713
512	4.041795385
513	4.033142424
514	4.028917775
515	4.024631451
516	4.018688809
517	4.014092937
518	4.01049437
519	4.006151978
520	3.997466773
521	3.989362275
522	3.981942924
523	3.977916778
524	3.972396409
525	3.968486619
526	3.962093909
527	3.955772702
528	3.94980658
529	3.945531939
530	3.938757443
531	3.934858839
532	3.930647472
533	3.923596102
534	3.916483527
535	3.911543884
536	3.903547847
537	3.895813613
538	3.890866743
539	3.884921363
540	3.881116594
541	3.875398314
542	3.871558869
543	3.864756745
544	3.860875193
545	3.857186754
546	3.850762659
547	3.843042241
548	3.835011878
549	3.828944164
550	3.821660276
551	3.815935768
552	3.812294095
553	3.802904161
554	3.79600277
555	3.789913436
556	3.788724626
557	3.785038551
558	3.781437396
559	3.77606613
560	3.768698442
561	3.765270237
562	3.757039859
563	3.750900903
564	3.742765085
565	3.736399922
566	3.733066284
567	3.7279308
568	3.725402448
569	3.721402077
570	3.720231969
571	3.717074073
572	3.713947273
573	3.706339547
574	3.696272744
575	3.690356887
576	3.685410976
577	3.681613022
578	3.678422391
579	3.672964381
580	3.66784264
581	3.663887583
582	3.66093343
583	3.653587893
584	3.648699448
585	3.642649535
586	3.636904692
587	3.631525788
588	3.626912213
589	3.620591371
590	3.619519859
591	3.610778558
592	3.602490417
593	3.597738866
594	3.591258115
595	3.587327051
596	3.582270273
597	3.578839944
598	3.573037976
599	3.568467546
600	3.562347997
601	3.560007964
602	3.553555839
603	3.547665775
604	3.546651377
605	3.54450063
606	3.538397448
607	3.532211775
608	3.528824184
609	3.525376426
610	3.524405443
611	3.519964118
612	3.515726956
613	3.510076452
614	3.507404227
615	3.503775507
616	3.497220086
617	3.489861252
618	3.486780784
619	3.481490111
620	3.475935895
621	3.471640362
622	3.464827882
623	3.457592357
624	3.450806688
625	3.44985872
626	3.443218297
627	3.44230238
628	3.438375117
629	3.434917494
630	3.431981218
631	3.431023305
632	3.425553729
633	3.414170984
634	3.41330189
635	3.407463015
636	3.406618469
637	3.404030437
638	3.402111433
639	3.399859731
640	3.396013456
641	3.388041064
642	3.382516996
643	3.376653479
644	3.373973777
645	3.373165508
646	3.369746479
647	3.368962794
648	3.360258983
649	3.355061732
650	3.3518222
651	3.341115736
652	3.337514921
653	3.334932684
654	3.331992303
655	3.33001061
656	3.325313671
657	3.318913813
658	3.315592499
659	3.314833434
660	3.310487056
661	3.304234245
662	3.301097192
663	3.298023919
664	3.287984074
665	3.283133893
666	3.278969902
667	3.277269002
668	3.275530506
669	3.272782709
670	3.268123507
671	3.265021479
672	3.261570564
673	3.260014095
674	3.254696825
675	3.249988807
676	3.244458305
677	3.239568171
678	3.236759164
679	3.233365058
680	3.228334582
681	3.22232132
682	3.219247524
683	3.214868306
684	3.212498771
685	3.206917565
686	3.202830307
687	3.200042648
688	3.194192536
689	3.190416259
690	3.186297978
691	3.183123421
692	3.179554091
693	3.177433512
694	3.17179983
695	3.16637365
696	3.16130452
697	3.158195293
698	3.154315692
699	3.149342738
700	3.147138372
701	3.143982449
702	3.136593953
703	3.133090799
704	3.127276788
705	3.12448851
706	3.121145605
707	3.119089321
708	3.117681898
709	3.115705395
710	3.113378618
711	3.110177149
712	3.108258508
713	3.105803849
714	3.102573876
715	3.0992514
716	3.096241046
717	3.091146255
718	3.089358647
719	3.088624551
720	3.083257983
721	3.080384171
722	3.079655791
723	3.075032847
724	3.069421084
725	3.06871193
726	3.065700422
727	3.062137766
728	3.05906905
729	3.058368743
730	3.056039049
731	3.051010841
732	3.046023503
733	3.041187635
734	3.038808766
735	3.037638403
736	3.032911829
737	3.027037815
738	3.024608039
739	3.022373252
740	3.019466664
741	3.015141015
742	3.011531605
743	3.006502014
744	3.00236581
745	3.000231936
746	2.998518816
747	2.995311706
748	2.99326648
749	2.991328431
750	2.987638009
751	2.98583425
752	2.981547117
753	2.977503121
754	2.972441802
755	2.968980878
756	2.962873333
757	2.96058504
758	2.954509831
759	2.952376225
760	2.949265758
761	2.944493978
762	2.942719881
763	2.939275021
764	2.936994453
765	2.935084979
766	2.931675709
767	2.929195002
768	2.927018123
769	2.924263506
770	2.922911042
771	2.920743246
772	2.91698478
773	2.912392721
774	2.909831491
775	2.904951651
776	2.900495096
777	2.898934554
778	2.895162592
779	2.893260733
780	2.888816424
781	2.881882196
782	2.876292727
783	2.874059916
784	2.869224336
785	2.866011116
786	2.863408326
787	2.856950948
788	2.852492935
789	2.84895453
790	2.846057932
791	2.843112379
792	2.836944479
793	2.831783997
794	2.827215683
795	2.824567611
796	2.822170318
797	2.820840788
798	2.81783821
799	2.813719511
800	2.809945857
801	2.808154761
802	2.803501601
803	2.801012812
804	2.79779099
805	2.797218886
806	2.792042231
807	2.789596384
808	2.780729924
809	2.77735076
810	2.776345669
811	2.771504226
812	2.766598495
813	2.761660826
814	2.758740232
815	2.756661914
816	2.751998895
817	2.749198594
818	2.747863654
819	2.74491562
820	2.741135739
821	2.740517889
822	2.735835445
823	2.732685916
824	2.73066504
825	2.728586065
826	2.728045452
827	2.72360687
828	2.721457637
829	2.716038345
830	2.713729152
831	2.709681498
832	2.705342628
833	2.702145085
834	2.699292376
835	2.694793104
836	2.690918249
837	2.687552803
838	2.685612807
839	2.684190572
840	2.679627985
841	2.677309733
842	2.674335088
843	2.670133278
844	2.6679884
845	2.665358715
846	2.661966572
847	2.658959185
848	2.656132327
849	2.653005172
850	2.649600313
851	2.647608035
852	2.644720375
853	2.64257344
854	2.640751054
855	2.638173244
856	2.635605691
857	2.63203073
858	2.628669288
859	2.625242496
860	2.621867384
861	2.617138253
862	2.615022149
863	2.608890103
864	2.605008692
865	2.601362477
866	2.599633483
867	2.595211043
868	2.592086052
869	2.589770348
870	2.587263694
871	2.585191277
872	2.582358902
873	2.580509714
874	2.57529056
875	2.573632153
876	2.571312036
877	2.56782555
878	2.565480807
879	2.563562621
880	2.560537495
881	2.55706381
882	2.554792628
883	2.552001294
884	2.546672392
885	2.544035842
886	2.541233673
887	2.538502742
888	2.537361112
889	2.533030513
890	2.53176895
891	2.52938908
892	2.527367799
893	2.524880178
894	2.521519037
895	2.520505289
896	2.518256534
897	2.515698083
898	2.514175824
899	2.511558053
900	2.508250409
901	2.506577647
902	2.502797408
903	2.500848184
904	2.499675218
905	2.497486228
906	2.495251036
907	2.494094435
908	2.491934257
909	2.48958554
910	2.487074732
911	2.483281586
912	2.481912617
913	2.479723257
914	2.476395298
915	2.474637778
916	2.472430543
917	2.471638714
918	2.469162038
919	2.46747368
920	2.464995124
921	2.462533776
922	2.456906564
923	2.454763855
924	2.451700158
925	2.450421169
926	2.444999967
927	2.444253175
928	2.44293361
929	2.43879583
930	2.437702334
931	2.434735871
932	2.432067138
933	2.430489076
934	2.428960174
935	2.427233513
936	2.425809802
937	2.424250557
938	2.423243741
939	2.419727322
940	2.41804225
941	2.412942331
942	2.410831943
943	2.406626227
944	2.405574586
945	2.40420002
946	2.402298354
947	2.39880636
948	2.397033541
949	2.396098974
950	2.395167717
951	2.392198367
952	2.391218459
953	2.388493476
954	2.387490394
955	2.386447972
956	2.384655426
957	2.381767811
958	2.378084821
959	2.376088804
960	2.375003383
961	2.371200801
962	2.369325541
963	2.367616128
964	2.36530286
965	2.362942611
966	2.362047244
967	2.358354508
968	2.356944814
969	2.355332717
970	2.353097289
971	2.35057843
972	2.349445407
973	2.346522434
974	2.343672551
975	2.342425524
976	2.338852774
977	2.336070322
978	2.332558172
979	2.329680442
980	2.32883916
981	2.327031951
982	2.325105238
983	2.324296041
984	2.321659163
985	2.320582458
986	2.317820447
987	2.315640557
988	2.31459967
989	2.313040993
990	2.310516951
991	2.307847366
992	2.304695818
993	2.301655578
994	2.299152136
995	2.297489365
996	2.295011307
997	2.293769573
998	2.292335794
999	2.291023342
